param_code,param_name,param_short,param_alt_name,cas,units,code_is_valid,round_truncate
43834,"1,1,1,2,2-Pentafluoroethane",NA,HFC-125,354-33-6,Parts per billion Carbon,TRUE,R
43837,"1,1,1,2-Tetrachloroethane",NA,NA,630-20-6,Parts per billion Carbon,TRUE,R
43162,"1,1,1-Trichloro-2,2-bis (p-chlorophenyl) ethane",TRICH,NA,50-29-3,Nanograms/cubic meter (25 C),TRUE,R
43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,Parts per billion Carbon,TRUE,R
43821,"1,1,2-Trichloro-1,2,2-trifluoroethane",NA,NA,76-13-1,Parts per billion Carbon,TRUE,R
43820,"1,1,2-Trichloroethane",TCA1,"Ethane,1,1,2-trichloro-",79-00-5,Parts per billion Carbon,TRUE,R
17809,"1,1-Biphenyl, chloro (TSP) STP",PCB1,NA,27323-18-8,Pg/cubic meter(25 C),TRUE,R
43134,"1,1-Bis(4-chlorophenyl)-2,2-dichloroethane",CHL-D,NA,72-54-8,Nanograms/cubic meter (25 C),TRUE,R
43813,"1,1-Dichloroethane",DCETH,ELLRYLIDENE DICHLORIDE,75-34-3,Parts per billion Carbon,TRUE,R
43166,"1,1-Dichloroethenylidene bis(4-chlorobenzene)",1,1DI,72-55-9,Nanograms/cubic meter (25 C),TRUE,R
43826,"1,1-Dichloroethylene",2CLET,"Ethene,1,1-dichloro-",75-35-4,Parts per billion Carbon,TRUE,R
43854,"1,1-Difluoroethane",NA,HFC-152a,75-37-6,Parts per billion Carbon,TRUE,R
43139,"1,2,3,4,5,6- Hexachlolocyclohexane, .beta.-",HEXBE,NA,319-85-7,Nanograms/cubic meter (25 C),TRUE,R
43138,"1,2,3,4,5,6- Hexachlorocyclohexane",HEXCH,NA,319-84-6,Nanograms/cubic meter (25 C),TRUE,R
43140,"1,2,3,4,5,6- Hexachlorocyclohexane, .delta.-",HEXDE,NA,319-86-8,Nanograms/cubic meter (25 C),TRUE,R
16931,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin",NA,NA,3268-87-9,Pg/cubic meter(25 C),FALSE,NA
16928,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",NA,NA,39001-02-0,Pg/cubic meter(25 C),FALSE,NA
16919,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin (TSP) STP",HpCDD,NA,35822-46-9,Pg/cubic meter(25 C),TRUE,R
16926,"1,2,3,4,6,7,8-Heptachlorodibenzofuran (TSP) STP",HPCDF,"1,2,3,4,6,7,8-HPCDF",67562-39-4,Pg/cubic meter(25 C),TRUE,R
16927,"1,2,3,4,7,8,9-Heptachlorodibenzofuran (TSP) STP",5HCDF,NA,55673-89-7,Pg/cubic meter(25 C),TRUE,R
16930,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",NA,NA,39227-28-6,Pg/cubic meter(25 C),FALSE,NA
16922,"1,2,3,4,7,8-Hexachlorodibenzofuran (TSP) STP",HXCDF,"1,2,3,4,7,8-HXCDF",70648-26-9,Pg/cubic meter(25 C),TRUE,R
16917,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin (TSP) STP",HxCDD,NA,57653-85-7,Pg/cubic meter(25 C),TRUE,R
16923,"1,2,3,6,7,8-Hexachlorodibenzofuran (TSP) STP",2HCDF,"1,2,3,6,7,8-HXCDF",57117-44-9,Pg/cubic meter(25 C),TRUE,R
16918,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin (TSP) STP",HxCDD,NA,19408-74-3,Pg/cubic meter(25 C),TRUE,R
16925,"1,2,3,7,8,9-Hexachlorodibenzofuran (TSP) STP",4HCDF,"1,2,3,7,8,9-HXCDF",72918-21-9,Pg/cubic meter(25 C),TRUE,R
16929,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",NA,NA,40321-76-4,Pg/cubic meter(25 C),FALSE,NA
16920,"1,2,3,7,8-Pentachlorodibenzofuran (TSP) STP",PECDF,"1,2,3,7,8-PECDF",57117-41-6,Pg/cubic meter(25 C),TRUE,R
43604,"1,2,3-Trichloropropane",NA,NA,96-18-4,Parts per billion Carbon,TRUE,NA
45225,"1,2,3-Trimethylbenzene",123TB,NA,526-73-8,Parts per billion Carbon,TRUE,R
16724,"1,2,4,5-Tetrachlorobenzene (TSP) STP",NA,NA,95-94-3,Nanograms/cubic meter (25 C),TRUE,R
45231,"1,2,4,5-Tetramethylbenzene",NA,NA,95-93-2,Parts per billion Carbon,TRUE,R
45810,"1,2,4-Trichlorobenzene",TCBZ,"Benzene, 1,2,4-trichloro-",120-82-1,Parts per billion Carbon,TRUE,R
16725,"1,2,4-Trichlorobenzene (TSP) STP",NA,NA,120-82-1,Nanograms/cubic meter (25 C),TRUE,R
45208,"1,2,4-Trimethylbenzene",124TB,"Benzene,1,2,4-trimethyl-",95-63-6,Parts per billion Carbon,TRUE,R
43364,"1,2,4-Trimethylbenzene & .beta.-pinene",NA,NA,NA,Parts per billion Carbon,TRUE,R
43363,"1,2,4-Trimethylbenzene & sec-butylbenzene",TM&BB,NA,NA,Parts per billion Carbon,TRUE,R
43223,"1,2-Butadiene",NA,NA,590-19-2,Parts per billion Carbon,TRUE,R
45805,"1,2-Dichlorobenzene",NA,"Benzene,1,2-dichloro-",95-50-1,Parts per billion Carbon,TRUE,R
16726,"1,2-Dichlorobenzene (TSP) STP",NA,NA,95-50-1,Nanograms/cubic meter (25 C),TRUE,R
43840,"1,2-Dichloroethene(total)",NA,NA,540-59-0,Parts per billion Carbon,TRUE,R
43829,"1,2-Dichloropropane",2CLPR,"Propane,1,2-dichloro-",78-87-5,Parts per billion Carbon,TRUE,R
16822,"1,2-Dichlorotetrafluoroethane",NA,NA,76-14-2,Parts per billion Carbon,FALSE,R
17146,"1,2-dimethylnaphthalene (TSP) STP",NA,NA,573-98-8,Nanograms/cubic meter (25 C),TRUE,R
17144,"1,2-Dimethylnaphthalene (TSP) STP",NA,NA,575-43-9,Nanograms/cubic meter (25 C),TRUE,R
43566,"1,2-Epoxybutane",NA,NA,106-88-7,Parts per billion Carbon,TRUE,R
16601,"1,2-Epoxybutane (TSP)STP",EPOBT,NA,106-88-7,Parts per billion,TRUE,NA
43605,"1,3,5-Trichlorobenzene",NA,NA,108-70-3,Parts per billion Carbon,TRUE,NA
45207,"1,3,5-Trimethylbenzene",135TB,"Benzene, 1,3,5-trimethyl-",108-67-8,Parts per billion Carbon,TRUE,R
43218,"1,3-Butadiene",13BUD,NA,106-99-0,Parts per billion Carbon,TRUE,R
45806,"1,3-Dichlorobenzene",NA,M-DICHLOROBENZENE,541-73-1,Parts per billion Carbon,TRUE,R
16727,"1,3-Dichlorobenzene (TSP) STP",NA,NA,541-73-1,Nanograms/cubic meter (25 C),TRUE,R
43841,"1,3-Dichloropropene(total)",DCLPR,NA,542-75-6,Parts per billion Carbon,TRUE,R
16728,"1,3-Dinitrobenzene (TSP) STP",NA,NA,99-65-0,Nanograms/cubic meter (25 C),TRUE,R
17152,"1,3-dinitropyrene (TSP) STP",NA,NA,75321-20-9,Nanograms/cubic meter (25 C),TRUE,R
43229,"1,3-Hexadiene",NA,NA,592-48-3,Parts per billion Carbon,TRUE,R
45807,"1,4-Dichlorobenzene",14CBZ,p-Dichlorobenzene,106-46-7,Parts per billion Carbon,TRUE,R
16729,"1,4-Dichlorobenzene (TSP) STP",NA,NA,106-46-7,Nanograms/cubic meter (25 C),TRUE,R
43847,"1,4-Dichlorobutane",NA,NA,110-56-5,Parts per billion Carbon,TRUE,R
46201,"1,4-Dioxane",14DOX,NA,123-91-1,Parts per billion Carbon,TRUE,R
16730,"1,4-Naphthoquinone (TSP) STP",NA,NA,130-15-4,Nanograms/cubic meter (25 C),TRUE,R
17143,"1,7-dimethylnaphthalene (TSP) STP",NA,NA,575-37-1,Nanograms/cubic meter (25 C),TRUE,R
43853,1-Bromopropane,NA,N-Propyl bromide,106-94-5,Parts per billion Carbon,TRUE,R
43280,1-Butene,1BUTE,1-Butene,106-98-9,Parts per billion Carbon,TRUE,R
43298,1-Decene,NA,NA,872-05-9,Parts per billion Carbon,TRUE,R
43328,1-Heptene,1HPTE,NA,592-76-7,Parts per billion Carbon,TRUE,R
43344,1-Hexanol,1HXNL,NA,111-27-3,Parts per billion Carbon,TRUE,R
43245,1-Hexene,NA,NA,592-41-6,Parts per billion Carbon,TRUE,R
43173,1-Hexene & 2-Methyl-1-pentene,NA,NA,NA,Parts per million Carbon,TRUE,R
43378,1-Methylcyclohexene,1MCHX,NA,591-49-1,Parts per billion Carbon,TRUE,R
45851,1-Methylnaphthalene,NA,NA,90-12-0,Parts per billion Carbon,TRUE,R
16938,1-Methylnapthalene,NA,NA,90-12-0,Nanograms/cubic meter (25 C),TRUE,R
17157,1-methylphenanthrene (TSP) STP,NA,NA,832-69-9,Nanograms/cubic meter (25 C),TRUE,R
16731,1-Naphthylamine (TSP) STP,NA,NA,134-32-7,Nanograms/cubic meter (25 C),TRUE,R
17153,1-nitropyrene (TSP) STP,NA,NA,5522-43-0,Nanograms/cubic meter (25 C),TRUE,R
88393,1-nitropyrene PM2.5 LC,NA,NA,5522-43-0,Nanograms/cubic meter (LC),TRUE,R
43279,1-Nonene,NA,NA,124-11-8,Parts per billion Carbon,TRUE,R
43145,1-Octene,NA,NA,111-66-0,Parts per billion Carbon,TRUE,R
43224,1-Pentene,1PNTE,1-Pentene,109-67-1,Parts per billion Carbon,TRUE,R
43842,"1-Propene, 3-chloro",NA,NA,107-05-1,Parts per billion Carbon,FALSE,R
43299,1-Undecene,NA,NA,821-95-4,Parts per billion Carbon,TRUE,R
17013,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl (TSP) STP",NA,PCB 206,40186-72-9,Pg/cubic meter(25 C),TRUE,R
17009,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl (TSP) STP",NA,PCB 194,35694-08-7,Pg/cubic meter(25 C),TRUE,R
17015,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (TSP) STP",NA,PCB 196,42740-50-1,Pg/cubic meter(25 C),TRUE,R
17014,"2,2',3,3',4,4',5,6-Octachlorobiphenyl (TSP) STP",NA,PCB 195,52663-78-2,Pg/cubic meter(25 C),TRUE,R
16936,"2,2',3,3',4,4',5-Heptachlorobiphenyl (TSP) STP",NA,PCB 170,35065-30-6,Pg/cubic meter(25 C),TRUE,R
16999,"2,2',3,3',4,4',6-Heptachlorobiphenyl (TSP) STP",NA,PCB 171,52663-71-5,Pg/cubic meter(25 C),TRUE,R
16989,"2,2',3,3',4,4'-Hexachlorobiphenyl (TSP) STP",NA,PCB 128,38380-07-3,Pg/cubic meter(25 C),TRUE,R
17002,"2,2',3,3',4,5',6'-Heptachlorobiphenyl (TSP) STP",NA,PCB 177,52663-70-4,Pg/cubic meter(25 C),TRUE,R
17011,"2,2',3,3',4,5',6,6'-Octachlorobiphenyl (TSP) STP",NA,PCB 201,40186-71-8,Pg/cubic meter(25 C),TRUE,R
16990,"2,2',3,3',4,5'-Hexachlorobiphenyl (TSP) STP",NA,PCB 130,52663-66-8,Pg/cubic meter(25 C),TRUE,R
17010,"2,2',3,3',4,5,5',6'-Octachlorobiphenyl (TSP) STP",NA,PCB 199,52663-75-9,Pg/cubic meter(25 C),TRUE,R
17017,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (TSP) STP",NA,PCB 208,52663-77-1,Pg/cubic meter(25 C),TRUE,R
17000,"2,2',3,3',4,5,5'-Heptachlorobiphenyl (TSP) STP",NA,PCB 172,52663-74-8,Pg/cubic meter(25 C),TRUE,R
17001,"2,2',3,3',4,5,6'-Heptachlorobiphenyl (TSP) STP",NA,PCB 174,38411-25-5,Pg/cubic meter(25 C),TRUE,R
17046,"2,2',3,3',4,6'-Hexachlorobiphenyl (TSP) STP",NA,PCB 132,38380-05-1,Pg/cubic meter(25 C),TRUE,R
17044,"2,2',3,3',4-Pentachlorobiphenyl (TSP) STP",NA,PCB 82,52663-62-4,Pg/cubic meter(25 C),TRUE,R
17012,"2,2',3,3',5,5',6,6'-Octachlorobiphenyl (TSP) STP",NA,PCB 202,2136-99-4,Pg/cubic meter(25 C),TRUE,R
17003,"2,2',3,3',5,5',6-Heptachlorobiphenyl (TSP) STP",NA,PCB 178,52663-67-9,Pg/cubic meter(25 C),TRUE,R
16991,"2,2',3,3',5,6'-Hexachlorobiphenyl (TSP) STP",NA,PCB 135,52744-13-5,Pg/cubic meter(25 C),TRUE,R
16978,"2,2',3,3',5-Pentachlorobiphenyl (TSP) STP",NA,PCB 83,60145-20-2,Pg/cubic meter(25 C),TRUE,R
16979,"2,2',3,3',6-Pentachlorobiphenyl (TSP) STP",NA,PCB 84,52663-60-2,Pg/cubic meter(25 C),TRUE,R
16964,"2,2',3,3'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 40,38444-93-8,Pg/cubic meter(25 C),TRUE,R
16995,"2,2',3,4',5',6-Hexachlorobiphenyl (TSP) STP",NA,PCB 149,38380-04-0,Pg/cubic meter(25 C),TRUE,R
16986,"2,2',3,4',5'-Pentachlorobiphenyl (TSP) STP",NA,PCB 97,41464-51-1,Pg/cubic meter(25 C),TRUE,R
17007,"2,2',3,4',5,5',6-Heptachlorobiphenyl (TSP) STP",NA,PCB 187,52663-68-0,Pg/cubic meter(25 C),TRUE,R
16994,"2,2',3,4',5,5'-Hexachlorobiphenyl (TSP) STP",NA,PCB 146,51908-16-8,Pg/cubic meter(25 C),TRUE,R
16983,"2,2',3,4',6-Pentachlorobiphenyl (TSP) STP",NA,PCB 91,68194-05-8,Pg/cubic meter(25 C),TRUE,R
17040,"2,2',3,4'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 42,36559-22-5,Pg/cubic meter(25 C),TRUE,R
17005,"2,2',3,4,4',5',6-Heptachlorobiphenyl (TSP) STP",NA,PCB 183,52663-69-1,Pg/cubic meter(25 C),TRUE,R
16992,"2,2',3,4,4',5'-Hexachlorobiphenyl (TSP) STP",NA,PCB 138,35065-28-2,Pg/cubic meter(25 C),TRUE,R
17016,"2,2',3,4,4',5,5',6-Octachlorobiphenyl (TSP) STP",NA,PCB 203,52663-76-0,Pg/cubic meter(25 C),TRUE,R
16937,"2,2',3,4,4',5,5'-Heptachlorobiphenyl (TSP) STP",NA,PCB 180,35065-29-3,Pg/cubic meter(25 C),TRUE,R
17004,"2,2',3,4,4',5,6'-Heptachlorobiphenyl (TSP) STP",NA,PCB 182,60145-23-5,Pg/cubic meter(25 C),TRUE,R
16980,"2,2',3,4,4'-Pentachlorobiphenyl (TSP) STP",NA,PCB 85,65510-45-4,Pg/cubic meter(25 C),TRUE,R
17047,"2,2',3,4,5',6-Hexachlorobiphenyl (TSP) STP",NA,PCB 144,68194-14-9,Pg/cubic meter(25 C),TRUE,R
16981,"2,2',3,4,5'-Pentachlorobiphenyl (TSP) STP",NA,PCB 87,38380-02-8,Pg/cubic meter(25 C),TRUE,R
17006,"2,2',3,4,5,5',6-Heptachlorobiphenyl (TSP) STP",NA,PCB 185,52712-05-7,Pg/cubic meter(25 C),TRUE,R
16993,"2,2',3,4,5,5'-Hexachlorobiphenyl (TSP) STP",NA,PCB 141,52712-04-6,Pg/cubic meter(25 C),TRUE,R
16982,"2,2',3,4,6'-Pentachlorobiphenyl (TSP) STP",NA,PCB 89,73575-57-2,Pg/cubic meter(25 C),TRUE,R
16965,"2,2',3,4-Tetrachlorobiphenyl (TSP) STP",NA,PCB 41,52663-59-9,Pg/cubic meter(25 C),TRUE,R
16985,"2,2',3,5',6-Pentachlorobiphenyl (TSP) STP",NA,PCB 95,38379-99-6,Pg/cubic meter(25 C),TRUE,R
16966,"2,2',3,5'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 44,41464-39-5,Pg/cubic meter(25 C),TRUE,R
16996,"2,2',3,5,5',6-Hexachlorobiphenyl (TSP) STP",NA,PCB 151,52663-63-5,Pg/cubic meter(25 C),TRUE,R
16984,"2,2',3,5,5'-Pentachlorobiphenyl (TSP) STP",NA,PCB 92,52663-61-3,Pg/cubic meter(25 C),TRUE,R
16968,"2,2',3,6'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 46,41464-47-5,Pg/cubic meter(25 C),TRUE,R
16967,"2,2',3,6-Tetrachlorobiphenyl (TSP) STP",NA,PCB 45,70362-45-7,Pg/cubic meter(25 C),TRUE,R
16957,"2,2',3-Trichlorobiphenyl (TSP) STP",NA,PCB 16,38444-78-9,Pg/cubic meter(25 C),TRUE,R
16997,"2,2',4,4',5,5'-Hexachlorobiphenyl (TSP) STP",NA,PCB 153,35065-27-1,Pg/cubic meter(25 C),TRUE,R
16987,"2,2',4,4',5-Pentachlorobiphenyl (TSP) STP",NA,PCB 99,38380-01-7,Pg/cubic meter(25 C),TRUE,R
16969,"2,2',4,4'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 47,2437-79-8,Pg/cubic meter(25 C),TRUE,R
16970,"2,2',4,5'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 49,41464-40-8,Pg/cubic meter(25 C),TRUE,R
16988,"2,2',4,5,5'-Pentachlorobiphenyl (TSP) STP",NA,PCB 101,37680-73-2,Pg/cubic meter(25 C),TRUE,R
17037,"2,2',4-Trichlorobiphenyl (TSP) STP",NA,PCB 17,37680-66-3,Pg/cubic meter(25 C),TRUE,R
16971,"2,2',5,5'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 52,35693-99-3,Pg/cubic meter(25 C),TRUE,R
16972,"2,2',5,6'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 53,41464-41-9,Pg/cubic meter(25 C),TRUE,R
16941,"2,2',5-Trichlorobiphenyl (TSP) STP",NA,PCB 18,37680-65-2,Pg/cubic meter(25 C),TRUE,R
16958,"2,2',6-Trichlorobiphenyl (TSP) STP",NA,PCB 19,38444-73-4,Pg/cubic meter(25 C),TRUE,R
16952,"2,2'-Dichlorobiphenyl (TSP) STP",NA,PCB 4,13029-08-8,Pg/cubic meter(25 C),TRUE,R
43392,"2,2,3-Trimethylbutane",223TM,NA,464-06-2,Parts per billion Carbon,TRUE,R
43376,"2,2,4-Trimethylhexane",224MT,NA,16747-26-5,Parts per billion Carbon,TRUE,R
43250,"2,2,4-Trimethylpentane",224TM,"Pentane,2,2,4-trimethyl",540-84-1,Parts per billion Carbon,TRUE,R
43825,"2,2-Dichloro-1,1,1-trifluoroethane",NA,Freon 123,306-83-2,Parts per billion Carbon,TRUE,R
43244,"2,2-Dimethylbutane",22DMB,"Butane,2,2-dimethyl-",75-83-2,Parts per billion Carbon,TRUE,R
43375,"2,2-Dimethylheptane",22DMT,"Heptane, 2,2-dimethyl-",1071-26-7,Parts per billion Carbon,TRUE,R
43222,"2,2-Dimethylpropane",NA,NA,463-82-1,Parts per billion Carbon,TRUE,R
16975,"2,3',4',5-Tetrachlorobiphenyl (TSP) STP",NA,PCB 70,32598-11-1,Pg/cubic meter(25 C),TRUE,R
16976,"2,3',4',6-Tetrachlorobiphenyl (TSP) STP",NA,PCB 71,41464-46-4,Pg/cubic meter(25 C),TRUE,R
16962,"2,3',4'-Trichlorobiphenyl (TSP) STP",NA,PCB 33,38444-86-9,Pg/cubic meter(25 C),TRUE,R
16946,"2,3',4,4',5'-Pentachlorobiphenyl (TSP) STP",NA,PCB 123,65510-44-3,Pg/cubic meter(25 C),TRUE,R
16950,"2,3',4,4',5,5',-Hexachlorobiphenyl (TSP) STP",NA,PCB 167,52663-72-6,Pg/cubic meter(25 C),TRUE,R
16933,"2,3',4,4',5-Pentachlorobiphenyl (TSP) STP",NA,PCB 118,31508-00-6,Pg/cubic meter(25 C),TRUE,R
17043,"2,3',4,4'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 66,32598-10-0,Pg/cubic meter(25 C),TRUE,R
17038,"2,3',4-Trichlorobiphenyl (TSP) STP",NA,PCB 25,55712-37-3,Pg/cubic meter(25 C),TRUE,R
16960,"2,3',5-Trichlorobiphenyl (TSP) STP",NA,PCB 26,38444-81-4,Pg/cubic meter(25 C),TRUE,R
16961,"2,3',6-Trichlorobiphenyl (TSP) STP",NA,PCB 27,38444-76-7,Pg/cubic meter(25 C),TRUE,R
16954,"2,3'-Dichlorobiphenyl (TSP) STP",NA,PCB 6,25569-80-6,Pg/cubic meter(25 C),TRUE,R
17008,"2,3,3',4',5,5',6-Heptachlorobiphenyl (TSP) STP",NA,PCB 193,69782-91-8,Pg/cubic meter(25 C),TRUE,R
17049,"2,3,3',4',5,6-Hexachlorobiphenyl (TSP) STP",NA,PCB 163,74472-44-9,Pg/cubic meter(25 C),TRUE,R
17045,"2,3,3',4',6-Pentachlorobiphenyl (TSP) STP",NA,PCB 110,38380-03-9,Pg/cubic meter(25 C),TRUE,R
16973,"2,3,3',4'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 56,41464-43-1,Pg/cubic meter(25 C),TRUE,R
16949,"2,3,3',4,4',5'-Hexachlorobiphenyl (TSP) STP",NA,PCB 157,69782-90-7,Pg/cubic meter(25 C),TRUE,R
16951,"2,3,3',4,4',5,5'-Heptachlorobiphenyl",NA,PCB 189,39635-31-9,Pg/cubic meter(25 C),TRUE,R
16948,"2,3,3',4,4',5-Hexachlorobiphenyl (TSP) STP",NA,PCB 156,38380-08-4,Pg/cubic meter(25 C),TRUE,R
16998,"2,3,3',4,4',6-Hexachlorobiphenyl (TSP) STP",NA,PCB 158,74472-42-7,Pg/cubic meter(25 C),TRUE,R
16934,"2,3,3',4,4'-Pentachlorobiphenyl (TSP) STP",NA,PCB 105,32598-14-4,Pg/cubic meter(25 C),TRUE,R
16974,"2,3,4',5-Tetrachlorobiphenyl (TSP) STP",NA,PCB 63,74472-34-7,Pg/cubic meter(25 C),TRUE,R
17042,"2,3,4',6-Tetrachlorobiphenyl (TSP) STP",NA,PCB 64,52663-58-8,Pg/cubic meter(25 C),TRUE,R
16959,"2,3,4'-Trichlorobiphenyl (TSP) STP",NA,PCB 22,38444-85-8,Pg/cubic meter(25 C),TRUE,R
16945,"2,3,4,4',5-Pentachlorobiphenyl (TSP) STP",NA,PCB 114,74472-37-0,Pg/cubic meter(25 C),TRUE,R
17041,"2,3,4,4'-Tetrachlorobiphenyl (TSP) STP",NA,PCB 60,33025-41-1,Pg/cubic meter(25 C),TRUE,R
16924,"2,3,4,6,7,8-Hexachlorodibenzofuran (TSP) STP",3HCDF,"2,3,4,6,7,8-HXCDF",60851-34-5,Pg/cubic meter(25 C),TRUE,R
16732,"2,3,4,6-Tetrachlorophenol (TSP) STP",NA,NA,58-90-2,Nanograms/cubic meter (25 C),TRUE,R
16921,"2,3,4,7,8-Pentachlorodibenzofuran (TSP) STP",2PCDF,"2,3,4,7,8-PECDF",57117-31-4,Pg/cubic meter(25 C),TRUE,R
43252,"2,3,4-Trimethylpentane",234TM,NA,565-75-3,Parts per billion Carbon,TRUE,R
17819,"2,3,7,8,-Tetrachlorodibenzo-p-dioxin",DIOX1,"2,3,7,8-TCDD",1746-01-6,Pg/cubic meter(25 C),FALSE,R
17825,"2,3,7,8-Tetrachlorodibenzofuran (TSP) STP",FURN1,NA,51207-31-9,Pg/cubic meter(25 C),TRUE,R
16953,"2,3-Dichlorobiphenyl (TSP) STP",NA,PCB 5,16605-91-7,Pg/cubic meter(25 C),TRUE,R
43241,"2,3-Dimethyl-2-pentene",NA,NA,10574-37-5,Parts per billion Carbon,TRUE,R
43284,"2,3-Dimethylbutane",23DMB,"Butane,2,3-dimethyl-",79-29-8,Parts per billion Carbon,TRUE,R
43174,"2,3-Dimethylbutane & 2-Methylpentane",NA,NA,NA,Parts per billion Carbon,TRUE,R
43294,"2,3-Dimethylhexane",NA,NA,584-94-1,Parts per billion Carbon,TRUE,R
17145,"2,3-dimethylnaphthalene (TSP) STP",NA,NA,581-40-8,Nanograms/cubic meter (25 C),TRUE,R
43291,"2,3-Dimethylpentane",23DMP,NA,565-59-3,Parts per billion Carbon,TRUE,R
16943,"2,4',5-Trichlorobiphenyl (TSP) STP",NA,PCB 31,16606-02-3,Pg/cubic meter(25 C),TRUE,R
17039,"2,4',6-Trichlorobiphenyl (TSP) STP",NA,PCB 32,38444-77-8,Pg/cubic meter(25 C),TRUE,R
16939,"2,4'-Dichlorobiphenyl (TSP) STP",NA,PCB 8,34883-43-7,Pg/cubic meter(25 C),TRUE,R
16977,"2,4,4',5-Tetrachlorobiphenyl (TSP) STP",NA,PCB 74,32690-93-0,Pg/cubic meter(25 C),TRUE,R
16942,"2,4,4'-Trichlorobiphenyl (TSP) STP",NA,PCB 28,7012-37-5,Pg/cubic meter(25 C),TRUE,R
43274,"2,4,4-Trimethyl-1-pentene",NA,"1-Pentene, 2,4,4-trimethyl",107-39-1,Parts per billion Carbon,TRUE,R
43275,"2,4,4-Trimethyl-2-pentene",NA,"2-Pentene, 2,4,4-trimethyl",107-40-4,Parts per billion Carbon,TRUE,R
16733,"2,4,5-Trichlorophenol (TSP) STP",NA,NA,95-95-4,Nanograms/cubic meter (25 C),TRUE,R
16734,"2,4,6-Trichlorophenol (TSP) STP",NA,NA,88-06-2,Nanograms/cubic meter (25 C),TRUE,R
16955,"2,4-Dichlorobiphenyl (TSP) STP",NA,PCB 7,33284-50-3,Pg/cubic meter(25 C),TRUE,R
16735,"2,4-Dichlorophenol (TSP) STP",NA,NA,120-83-2,Nanograms/cubic meter (25 C),TRUE,R
43136,"2,4-Dichlorophenoxyacetic acid methyl ester",DICME,NA,1928-38-7,Nanograms/cubic meter (25 C),TRUE,R
43293,"2,4-Dimethylhexane",NA,NA,589-43-5,Parts per billion Carbon,TRUE,R
43247,"2,4-Dimethylpentane",24DMP,"Pentane, 2,4-dimethyl-",108-08-7,Parts per billion Carbon,TRUE,R
16736,"2,4-Dimethylphenol (TSP) STP",NA,NA,105-67-9,Nanograms/cubic meter (25 C),TRUE,R
16737,"2,4-Dinitrophenol (TSP) STP",NA,NA,51-28-5,Nanograms/cubic meter (25 C),TRUE,R
16738,"2,4-Dinitrotoluene (TSP) STP",NA,NA,121-14-2,Nanograms/cubic meter (25 C),TRUE,R
17906,"2,4-Toluene Diisocyanate",TLCYN,NA,584-84-9,Micrograms/cubic meter (LC),TRUE,NA
17035,"2,5-Dichlorobiphenyl (TSP) STP",NA,PCB 9,34883-39-1,Pg/cubic meter(25 C),TRUE,R
45503,"2,5-Dimethylbenzaldehyde",NA,NA,5779-94-2,Parts per billion Carbon,TRUE,R
43955,"2,5-Dimethylhexane",NA,NA,592-13-2,Parts per billion Carbon,TRUE,R
17036,"2,6-Dichlorobiphenyl (TSP)STP",NA,PCB 10,33146-45-1,Pg/cubic meter(25 C),TRUE,R
16739,"2,6-Dichlorophenol (TSP) STP",NA,NA,87-65-0,Nanograms/cubic meter (25 C),TRUE,R
17142,"2,6-dimethylnaphthalene (TSP) STP",NA,NA,581-42-0,Nanograms/cubic meter (25 C),TRUE,R
16740,"2,6-Dinitrotoluene (TSP) STP",NA,NA,606-20-2,Nanograms/cubic meter (25 C),TRUE,R
17140,"2,7-dimethylnaphthalene (TSP) STP",NA,NA,582-16-1,Nanograms/cubic meter (25 C),TRUE,R
43292,2-2-3-Trimethylpentane,NA,NA,564-02-3,Parts per billion Carbon,TRUE,R
17911,2-6-TOLUENEDIISOCYANATE,NA,NA,NA,Micrograms/cubic meter (LC),TRUE,NA
16741,2-Acetylaminofluorene (TSP) STP,NA,NA,53-96-3,Nanograms/cubic meter (25 C),TRUE,R
43833,2-Chloroethyl vinyl ether,NA,"Ethene, (2-chloroethoxy)-",110-75-8,Parts per billion Carbon,TRUE,R
16742,2-Chloronaphthalene (TSP) STP,NA,NA,91-58-7,Nanograms/cubic meter (25 C),TRUE,R
