param_code,param_name,param_short,param_alt_name,cas,units,code_is_valid,round_truncate
83167,Zinc PM10-2.5 STP,ZNPMC,NA,7440-66-6,Micrograms/cubic meter (25 C),TRUE,R
88167,Zinc PM2.5 LC,NA,NA,7440-66-6,Micrograms/cubic meter (LC),TRUE,R
84167,Zinc PM2.5 STP,ZNFMC,NA,7440-66-6,Micrograms/cubic meter (25 C),TRUE,R
12185,Zirconium (TSP) STP,ZR-PT,NA,7440-67-7,Micrograms/cubic meter (25 C),TRUE,R
85185,Zirconium PM10 LC,NA,NA,7440-67-7,Nanograms/cubic meter (LC),TRUE,R
82185,Zirconium PM10 STP,ZRPM1,NA,7440-67-7,Nanograms/cubic meter (25 C),TRUE,R
86185,Zirconium PM10-2.5 LC,NA,NA,7440-67-7,Micrograms/cubic meter (LC),TRUE,R
83185,Zirconium PM10-2.5 STP,ZRPMC,NA,7440-67-7,Micrograms/cubic meter (25 C),TRUE,R
88185,Zirconium PM2.5 LC,NA,NA,7440-67-7,Micrograms/cubic meter (LC),TRUE,R
84185,Zirconium PM2.5 STP,ZRFMC,NA,7440-67-7,Micrograms/cubic meter (25 C),TRUE,R
